video_id,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
ixd1a5-CajY,0,"Hello friends, this is Ajay Singh from binary options broker a peace gentleman a hey Tom original go subscribe with DJ GC of comedy videos get notification. Melodyday so friends Jesse updates active Oklahoma be third level pay on the third level go complete out Korea Haram fourth level go complete gonna get ripe for a Korean guy. You see how many fourth level here is sweet weights key learnings Millie. So Friends Cafe Charles Logan a major questions git Reese. We trade caseworker theorists. McKay's a free May earnings. Kehrseite so many about a hundred Euro scary. Sweet Wade activate curly hair or maybe no couch prediction came in a up. Yes Lily. Hey or many a trade Kobe strategy a prediction use nakey. I swear payment of just sat upgrade Place cut the edges semi opossum just a qu Chi this filtrates case a worker T. So many already risky trade scalper both, uh-oh video button a volume trade tutorial.",0.8045740723609924,66.1,66.4,Hello,1
ixd1a5-CajY,0,"Hello friends, this is Ajay Singh from binary options broker a peace gentleman a hey Tom original go subscribe with DJ GC of comedy videos get notification. Melodyday so friends Jesse updates active Oklahoma be third level pay on the third level go complete out Korea Haram fourth level go complete gonna get ripe for a Korean guy. You see how many fourth level here is sweet weights key learnings Millie. So Friends Cafe Charles Logan a major questions git Reese. We trade caseworker theorists. McKay's a free May earnings. Kehrseite so many about a hundred Euro scary. Sweet Wade activate curly hair or maybe no couch prediction came in a up. Yes Lily. Hey or many a trade Kobe strategy a prediction use nakey. I swear payment of just sat upgrade Place cut the edges semi opossum just a qu Chi this filtrates case a worker T. So many already risky trade scalper both, uh-oh video button a volume trade tutorial.",0.8045740723609924,66.4,66.7,"friends,",1
ixd1a5-CajY,0,"Hello friends, this is Ajay Singh from binary options broker a peace gentleman a hey Tom original go subscribe with DJ GC of comedy videos get notification. Melodyday so friends Jesse updates active Oklahoma be third level pay on the third level go complete out Korea Haram fourth level go complete gonna get ripe for a Korean guy. You see how many fourth level here is sweet weights key learnings Millie. So Friends Cafe Charles Logan a major questions git Reese. We trade caseworker theorists. McKay's a free May earnings. Kehrseite so many about a hundred Euro scary. Sweet Wade activate curly hair or maybe no couch prediction came in a up. Yes Lily. Hey or many a trade Kobe strategy a prediction use nakey. I swear payment of just sat upgrade Place cut the edges semi opossum just a qu Chi this filtrates case a worker T. So many already risky trade scalper both, uh-oh video button a volume trade tutorial.",0.8045740723609924,66.7,66.9,this,1
ixd1a5-CajY,0,"Hello friends, this is Ajay Singh from binary options broker a peace gentleman a hey Tom original go subscribe with DJ GC of comedy videos get notification. Melodyday so friends Jesse updates active Oklahoma be third level pay on the third level go complete out Korea Haram fourth level go complete gonna get ripe for a Korean guy. You see how many fourth level here is sweet weights key learnings Millie. So Friends Cafe Charles Logan a major questions git Reese. We trade caseworker theorists. McKay's a free May earnings. Kehrseite so many about a hundred Euro scary. Sweet Wade activate curly hair or maybe no couch prediction came in a up. Yes Lily. Hey or many a trade Kobe strategy a prediction use nakey. I swear payment of just sat upgrade Place cut the edges semi opossum just a qu Chi this filtrates case a worker T. So many already risky trade scalper both, uh-oh video button a volume trade tutorial.",0.8045740723609924,66.9,67.1,is,1
ixd1a5-CajY,0,"Hello friends, this is Ajay Singh from binary options broker a peace gentleman a hey Tom original go subscribe with DJ GC of comedy videos get notification. Melodyday so friends Jesse updates active Oklahoma be third level pay on the third level go complete out Korea Haram fourth level go complete gonna get ripe for a Korean guy. You see how many fourth level here is sweet weights key learnings Millie. So Friends Cafe Charles Logan a major questions git Reese. We trade caseworker theorists. McKay's a free May earnings. Kehrseite so many about a hundred Euro scary. Sweet Wade activate curly hair or maybe no couch prediction came in a up. Yes Lily. Hey or many a trade Kobe strategy a prediction use nakey. I swear payment of just sat upgrade Place cut the edges semi opossum just a qu Chi this filtrates case a worker T. So many already risky trade scalper both, uh-oh video button a volume trade tutorial.",0.8045740723609924,67.1,67.3,Ajay,1
ixd1a5-CajY,0,"Hello friends, this is Ajay Singh from binary options broker a peace gentleman a hey Tom original go subscribe with DJ GC of comedy videos get notification. Melodyday so friends Jesse updates active Oklahoma be third level pay on the third level go complete out Korea Haram fourth level go complete gonna get ripe for a Korean guy. You see how many fourth level here is sweet weights key learnings Millie. So Friends Cafe Charles Logan a major questions git Reese. We trade caseworker theorists. McKay's a free May earnings. Kehrseite so many about a hundred Euro scary. Sweet Wade activate curly hair or maybe no couch prediction came in a up. Yes Lily. Hey or many a trade Kobe strategy a prediction use nakey. I swear payment of just sat upgrade Place cut the edges semi opossum just a qu Chi this filtrates case a worker T. So many already risky trade scalper both, uh-oh video button a volume trade tutorial.",0.8045740723609924,67.3,67.5,Singh,1
ixd1a5-CajY,0,"Hello friends, this is Ajay Singh from binary options broker a peace gentleman a hey Tom original go subscribe with DJ GC of comedy videos get notification. Melodyday so friends Jesse updates active Oklahoma be third level pay on the third level go complete out Korea Haram fourth level go complete gonna get ripe for a Korean guy. You see how many fourth level here is sweet weights key learnings Millie. So Friends Cafe Charles Logan a major questions git Reese. We trade caseworker theorists. McKay's a free May earnings. Kehrseite so many about a hundred Euro scary. Sweet Wade activate curly hair or maybe no couch prediction came in a up. Yes Lily. Hey or many a trade Kobe strategy a prediction use nakey. I swear payment of just sat upgrade Place cut the edges semi opossum just a qu Chi this filtrates case a worker T. So many already risky trade scalper both, uh-oh video button a volume trade tutorial.",0.8045740723609924,67.5,67.7,from,1
ixd1a5-CajY,0,"Hello friends, this is Ajay Singh from binary options broker a peace gentleman a hey Tom original go subscribe with DJ GC of comedy videos get notification. Melodyday so friends Jesse updates active Oklahoma be third level pay on the third level go complete out Korea Haram fourth level go complete gonna get ripe for a Korean guy. You see how many fourth level here is sweet weights key learnings Millie. So Friends Cafe Charles Logan a major questions git Reese. We trade caseworker theorists. McKay's a free May earnings. Kehrseite so many about a hundred Euro scary. Sweet Wade activate curly hair or maybe no couch prediction came in a up. Yes Lily. Hey or many a trade Kobe strategy a prediction use nakey. I swear payment of just sat upgrade Place cut the edges semi opossum just a qu Chi this filtrates case a worker T. So many already risky trade scalper both, uh-oh video button a volume trade tutorial.",0.8045740723609924,67.7,68.5,binary,1
ixd1a5-CajY,0,"Hello friends, this is Ajay Singh from binary options broker a peace gentleman a hey Tom original go subscribe with DJ GC of comedy videos get notification. Melodyday so friends Jesse updates active Oklahoma be third level pay on the third level go complete out Korea Haram fourth level go complete gonna get ripe for a Korean guy. You see how many fourth level here is sweet weights key learnings Millie. So Friends Cafe Charles Logan a major questions git Reese. We trade caseworker theorists. McKay's a free May earnings. Kehrseite so many about a hundred Euro scary. Sweet Wade activate curly hair or maybe no couch prediction came in a up. Yes Lily. Hey or many a trade Kobe strategy a prediction use nakey. I swear payment of just sat upgrade Place cut the edges semi opossum just a qu Chi this filtrates case a worker T. So many already risky trade scalper both, uh-oh video button a volume trade tutorial.",0.8045740723609924,68.5,68.9,options,1
ixd1a5-CajY,0,"Hello friends, this is Ajay Singh from binary options broker a peace gentleman a hey Tom original go subscribe with DJ GC of comedy videos get notification. Melodyday so friends Jesse updates active Oklahoma be third level pay on the third level go complete out Korea Haram fourth level go complete gonna get ripe for a Korean guy. You see how many fourth level here is sweet weights key learnings Millie. So Friends Cafe Charles Logan a major questions git Reese. We trade caseworker theorists. McKay's a free May earnings. Kehrseite so many about a hundred Euro scary. Sweet Wade activate curly hair or maybe no couch prediction came in a up. Yes Lily. Hey or many a trade Kobe strategy a prediction use nakey. I swear payment of just sat upgrade Place cut the edges semi opossum just a qu Chi this filtrates case a worker T. So many already risky trade scalper both, uh-oh video button a volume trade tutorial.",0.8045740723609924,68.9,69.1,broker,1
