video_id,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
i8cHmBYEggw,0,"Malaysia small and medium Enterprises smes are set to gain a huge boost with the opening of the digital free trade zone the ftz in Sepang with the world's first DFT Z outside China. Now open in the country local smes and e-commerce businesses who take part in the initiative can sell more easily to a wider Global Market. This includes the upcoming single staysail a 24-hour shopping promotion on November 11, which holds the record as the world's biggest online shopping event prime minister datuk Seri, najib tun, razak and Alibaba group executive chairman Jack ma attended the groundbreaking ceremony in his speech more praise Malaysia for being the first country to implement a digital free trade zone the ftz that focuses specifically on small and medium Enterprises as Emmys is that today? We are not witnessed the opening a launch of the DFT. See where Witness",0.8662742376327515,2.0,2.5,Malaysia,1
i8cHmBYEggw,0,"Malaysia small and medium Enterprises smes are set to gain a huge boost with the opening of the digital free trade zone the ftz in Sepang with the world's first DFT Z outside China. Now open in the country local smes and e-commerce businesses who take part in the initiative can sell more easily to a wider Global Market. This includes the upcoming single staysail a 24-hour shopping promotion on November 11, which holds the record as the world's biggest online shopping event prime minister datuk Seri, najib tun, razak and Alibaba group executive chairman Jack ma attended the groundbreaking ceremony in his speech more praise Malaysia for being the first country to implement a digital free trade zone the ftz that focuses specifically on small and medium Enterprises as Emmys is that today? We are not witnessed the opening a launch of the DFT. See where Witness",0.8662742376327515,2.5,2.9,small,1
i8cHmBYEggw,0,"Malaysia small and medium Enterprises smes are set to gain a huge boost with the opening of the digital free trade zone the ftz in Sepang with the world's first DFT Z outside China. Now open in the country local smes and e-commerce businesses who take part in the initiative can sell more easily to a wider Global Market. This includes the upcoming single staysail a 24-hour shopping promotion on November 11, which holds the record as the world's biggest online shopping event prime minister datuk Seri, najib tun, razak and Alibaba group executive chairman Jack ma attended the groundbreaking ceremony in his speech more praise Malaysia for being the first country to implement a digital free trade zone the ftz that focuses specifically on small and medium Enterprises as Emmys is that today? We are not witnessed the opening a launch of the DFT. See where Witness",0.8662742376327515,2.9,3.1,and,1
i8cHmBYEggw,0,"Malaysia small and medium Enterprises smes are set to gain a huge boost with the opening of the digital free trade zone the ftz in Sepang with the world's first DFT Z outside China. Now open in the country local smes and e-commerce businesses who take part in the initiative can sell more easily to a wider Global Market. This includes the upcoming single staysail a 24-hour shopping promotion on November 11, which holds the record as the world's biggest online shopping event prime minister datuk Seri, najib tun, razak and Alibaba group executive chairman Jack ma attended the groundbreaking ceremony in his speech more praise Malaysia for being the first country to implement a digital free trade zone the ftz that focuses specifically on small and medium Enterprises as Emmys is that today? We are not witnessed the opening a launch of the DFT. See where Witness",0.8662742376327515,3.1,3.4,medium,1
i8cHmBYEggw,0,"Malaysia small and medium Enterprises smes are set to gain a huge boost with the opening of the digital free trade zone the ftz in Sepang with the world's first DFT Z outside China. Now open in the country local smes and e-commerce businesses who take part in the initiative can sell more easily to a wider Global Market. This includes the upcoming single staysail a 24-hour shopping promotion on November 11, which holds the record as the world's biggest online shopping event prime minister datuk Seri, najib tun, razak and Alibaba group executive chairman Jack ma attended the groundbreaking ceremony in his speech more praise Malaysia for being the first country to implement a digital free trade zone the ftz that focuses specifically on small and medium Enterprises as Emmys is that today? We are not witnessed the opening a launch of the DFT. See where Witness",0.8662742376327515,3.4,4.3,Enterprises,1
i8cHmBYEggw,0,"Malaysia small and medium Enterprises smes are set to gain a huge boost with the opening of the digital free trade zone the ftz in Sepang with the world's first DFT Z outside China. Now open in the country local smes and e-commerce businesses who take part in the initiative can sell more easily to a wider Global Market. This includes the upcoming single staysail a 24-hour shopping promotion on November 11, which holds the record as the world's biggest online shopping event prime minister datuk Seri, najib tun, razak and Alibaba group executive chairman Jack ma attended the groundbreaking ceremony in his speech more praise Malaysia for being the first country to implement a digital free trade zone the ftz that focuses specifically on small and medium Enterprises as Emmys is that today? We are not witnessed the opening a launch of the DFT. See where Witness",0.8662742376327515,4.3,5.0,smes,1
i8cHmBYEggw,0,"Malaysia small and medium Enterprises smes are set to gain a huge boost with the opening of the digital free trade zone the ftz in Sepang with the world's first DFT Z outside China. Now open in the country local smes and e-commerce businesses who take part in the initiative can sell more easily to a wider Global Market. This includes the upcoming single staysail a 24-hour shopping promotion on November 11, which holds the record as the world's biggest online shopping event prime minister datuk Seri, najib tun, razak and Alibaba group executive chairman Jack ma attended the groundbreaking ceremony in his speech more praise Malaysia for being the first country to implement a digital free trade zone the ftz that focuses specifically on small and medium Enterprises as Emmys is that today? We are not witnessed the opening a launch of the DFT. See where Witness",0.8662742376327515,5.0,5.2,are,1
i8cHmBYEggw,0,"Malaysia small and medium Enterprises smes are set to gain a huge boost with the opening of the digital free trade zone the ftz in Sepang with the world's first DFT Z outside China. Now open in the country local smes and e-commerce businesses who take part in the initiative can sell more easily to a wider Global Market. This includes the upcoming single staysail a 24-hour shopping promotion on November 11, which holds the record as the world's biggest online shopping event prime minister datuk Seri, najib tun, razak and Alibaba group executive chairman Jack ma attended the groundbreaking ceremony in his speech more praise Malaysia for being the first country to implement a digital free trade zone the ftz that focuses specifically on small and medium Enterprises as Emmys is that today? We are not witnessed the opening a launch of the DFT. See where Witness",0.8662742376327515,5.2,5.5,set,1
i8cHmBYEggw,0,"Malaysia small and medium Enterprises smes are set to gain a huge boost with the opening of the digital free trade zone the ftz in Sepang with the world's first DFT Z outside China. Now open in the country local smes and e-commerce businesses who take part in the initiative can sell more easily to a wider Global Market. This includes the upcoming single staysail a 24-hour shopping promotion on November 11, which holds the record as the world's biggest online shopping event prime minister datuk Seri, najib tun, razak and Alibaba group executive chairman Jack ma attended the groundbreaking ceremony in his speech more praise Malaysia for being the first country to implement a digital free trade zone the ftz that focuses specifically on small and medium Enterprises as Emmys is that today? We are not witnessed the opening a launch of the DFT. See where Witness",0.8662742376327515,5.5,5.6,to,1
i8cHmBYEggw,0,"Malaysia small and medium Enterprises smes are set to gain a huge boost with the opening of the digital free trade zone the ftz in Sepang with the world's first DFT Z outside China. Now open in the country local smes and e-commerce businesses who take part in the initiative can sell more easily to a wider Global Market. This includes the upcoming single staysail a 24-hour shopping promotion on November 11, which holds the record as the world's biggest online shopping event prime minister datuk Seri, najib tun, razak and Alibaba group executive chairman Jack ma attended the groundbreaking ceremony in his speech more praise Malaysia for being the first country to implement a digital free trade zone the ftz that focuses specifically on small and medium Enterprises as Emmys is that today? We are not witnessed the opening a launch of the DFT. See where Witness",0.8662742376327515,5.6,5.9,gain,1
